CustomerID,Recency,Frequency,Monetary,TenureDays
12437.0,7,19,517110.85,334
12438.0,37,2,272767.92,123
12441.0,372,1,40781.32,0
12442.0,7,1,21563.65,0
12444.0,37,5,456209.69,153
12445.0,37,1,9383.41,0
12446.0,68,1,112599.03,0
12447.0,251,1,66037.09,0
12448.0,68,1,55133.65,0
12449.0,37,4,445251.36,153
12450.0,160,2,20098.899999999998,30
12451.0,37,6,817653.44,304
12452.0,37,3,42101.1,0
12453.0,160,1,119409.38,0
12454.0,68,2,82346.66,0
12455.0,98,6,229091.6,212
12456.0,68,4,382840.43,214
12457.0,68,12,179996.08,183
12458.0,98,2,87334.81,212
12461.0,98,2,93725.56999999999,62
12462.0,7,4,196093.01,303
12463.0,68,7,247879.52,183
12464.0,37,8,60952.03,273
12465.0,7,3,111615.44,183
12468.0,160,3,104308.31,181
12471.0,7,49,1351390.04,365
12472.0,37,13,927503.2,335
12473.0,37,9,467491.63,153
12474.0,37,30,1198462.21,335
12475.0,68,1,82538.12,0
12476.0,7,20,671115.8,365
12477.0,37,9,799397.41,273
12478.0,7,1,100444.79000000001,0
12479.0,7,3,99937.72,30
12480.0,37,4,390183.74,304
12481.0,37,11,567524.67,335
12483.0,37,13,198902.62,304
12484.0,37,8,856352.98,304
12488.0,37,3,116253.34,61
12489.0,341,1,30462.03,0
12490.0,7,10,630004.55,334
12491.0,37,1,58867.68,0
12492.0,68,2,45247.52,61
12493.0,190,3,58920.39,31
12494.0,37,13,214807.05,335
12497.0,98,1,46060.87,0
12498.0,37,3,55777.82,31
12500.0,37,13,159061.43,304
12501.0,341,2,432544.63,0
12502.0,98,5,369357.34,212
12503.0,341,1,984.6,0
12504.0,37,4,43814.619999999995,0
12505.0,310,1,4735.36,0
12506.0,251,1,66333.0,0
12507.0,160,4,56400.76,150
12508.0,37,2,172952.53,0
12509.0,310,1,33776.46,0
12510.0,160,2,77315.62,181
12512.0,68,2,64773.0,0
12513.0,98,2,96874.05,31
12514.0,282,1,108784.52,0
12515.0,372,1,26832.8,0
12516.0,98,2,63849.31,92
12517.0,37,6,751369.44,153
12518.0,7,5,340254.36,122
12519.0,68,1,45401.06,0
12520.0,98,6,455111.95,184
12521.0,160,1,91236.31999999999,0
12522.0,68,2,31564.38,0
12523.0,7,13,257626.78,334
12524.0,37,8,389618.3,304
12526.0,7,3,165732.83,91
12527.0,98,3,57273.36,243
12528.0,37,8,241009.11,304
12530.0,68,5,167080.12,273
12531.0,37,1,37309.4,0
12532.0,37,1,36965.63,0
12534.0,129,1,145122.73,0
12535.0,98,2,76617.2,92
12536.0,7,5,655384.95,61
12538.0,37,1,49731.35,0
12539.0,37,5,644016.77,304
12540.0,37,19,1123549.76,335
12541.0,37,3,118408.69,245
12544.0,37,2,57648.64,0
12545.0,98,2,130607.94,184
12546.0,68,3,177828.01,30
12547.0,221,2,25398.379999999997,61
12548.0,190,1,16300.9,0
12550.0,98,1,138743.17,0
12551.0,372,1,25556.19,0
12552.0,37,2,43372.18,31
12553.0,7,14,521494.22,334
12556.0,68,2,346168.37,92
12557.0,37,5,66441.35,335
12558.0,7,2,50578.490000000005,0
12559.0,310,3,57244.44,31
12560.0,7,4,271122.07,153
12561.0,310,1,68068.38,0
12562.0,7,7,489463.93,214
12564.0,282,1,51285.32,0
12565.0,282,2,25933.36,28
12566.0,98,2,56563.92,0
12567.0,37,11,1236543.23,335
12569.0,7,35,477301.68,244
12571.0,68,2,71284.35,61
12572.0,7,3,145601.35,61
12573.0,251,1,61040.44,0
12574.0,341,1,33392.73,0
12576.0,37,6,207386.9,273
12577.0,37,4,337343.36,335
12578.0,37,4,298317.01,304
12579.0,98,3,80314.2,0
12580.0,251,1,48780.4,0
12581.0,68,1,39834.61,0
12582.0,251,2,44363.11,59
12583.0,7,18,547510.4,365
12584.0,7,18,327275.04,275
12585.0,251,4,219493.55,121
12586.0,37,2,32467.56,335
12587.0,7,1,6867.8099999999995,0
12588.0,68,1,21605.08,0
12589.0,37,2,90281.64,123
12590.0,190,3,150441.71,31
12591.0,341,1,57861.55,0
12592.0,98,2,35188.38,123
12593.0,129,3,48952.35,92
12594.0,37,11,343717.22000000003,304
12596.0,68,2,64399.53,183
12597.0,37,5,491017.15,245
12598.0,37,9,341431.71,273
12599.0,37,7,132408.76,273
12600.0,37,11,154047.48,335
12601.0,190,6,62897.55,151
12602.0,68,1,28803.260000000002,0
12603.0,37,1,11580.1,0
12604.0,98,2,44911.65,184
12605.0,372,1,12564.19,0
12607.0,68,2,525145.58,0
12609.0,98,3,136117.68,243
12610.0,37,7,281371.79,92
12611.0,68,1,166484.01,0
12612.0,68,2,66564.72,30
12613.0,37,6,410409.81,245
12614.0,282,1,59353.61,0
12615.0,7,4,277978.14,183
12616.0,98,5,91167.76,212
12617.0,37,1,125568.03,0
12618.0,37,1,25677.49,0
12619.0,37,13,257918.54,245
12620.0,37,3,214184.98,184
12621.0,7,23,1116093.1300000001,365
12622.0,251,1,30729.21,0
12623.0,282,1,42649.520000000004,0
12624.0,129,2,123962.13,61
12625.0,221,3,248436.17,120
12626.0,37,13,788897.17,304
12627.0,37,7,557073.51,123
12628.0,7,4,129261.39,61
12630.0,37,2,176365.88,31
12631.0,68,1,61220.32,0
12633.0,68,5,274962.28,242
12635.0,98,2,251521.74,62
12637.0,68,10,927869.78,273
12638.0,37,1,89893.9,0
12639.0,251,1,48390.54,0
12640.0,37,3,123705.38,61
12641.0,129,1,27135.84,0
12642.0,37,3,130167.2,92
12643.0,129,6,61789.61,212
12644.0,129,1,81522.06,0
12645.0,37,5,159959.89,304
12646.0,7,2,109347.67,61
12647.0,37,13,327642.59,335
12648.0,160,1,51506.53,0
12649.0,129,4,84790.27,243
12650.0,7,1,60688.13,0
12651.0,341,1,19062.5,0
12652.0,341,2,143557.86,0
12653.0,160,2,112462.02,150
12654.0,37,5,85058.88,273
12656.0,37,8,297451.81,214
12657.0,37,5,127580.72,61
12658.0,37,1,91619.56,0
12659.0,37,1,9620.599999999999,0
12660.0,37,1,26553.64,0
12662.0,7,12,597073.88,365
12664.0,7,10,86232.46,334
12665.0,341,2,3346.23,0
12666.0,372,1,6171.55,0
12667.0,68,1,90453.65,0
12668.0,7,6,416929.38,365
12669.0,160,4,240739.13,122
12670.0,37,6,196991.19,214
12672.0,341,1,26337.91,0
12673.0,7,2,88085.51,334
12674.0,37,7,236932.76,184
12676.0,37,6,106702.85,273
12678.0,68,13,423180.76,304
12679.0,68,9,172047.4,214
12680.0,7,4,135828.55000000002,122
12681.0,37,27,1550022.12,335
12682.0,7,31,1357209.51,365
12683.0,7,20,971330.14,365
12684.0,7,7,283119.19,214
12685.0,37,6,367672.12,61
12686.0,372,1,10484.83,0
12688.0,129,1,411340.82,0
12689.0,37,2,218690.78,92
12690.0,221,1,36448.61,0
12691.0,37,6,89529.75,335
12693.0,129,6,116778.59,212
12694.0,98,2,100424.5,92
12695.0,7,4,65675.40000000001,214
12697.0,37,5,111554.02,153
12700.0,7,6,702760.5,214
12701.0,98,2,140302.02,153
12702.0,37,1,59776.28,0
12703.0,68,2,58367.81,30
12704.0,7,10,248030.52,183
12705.0,37,14,947897.59,335
12707.0,310,1,85627.83,0
12708.0,37,16,455839.17,335
12709.0,7,26,628053.21,365
12710.0,98,4,202481.51,123
12712.0,37,17,373352.41,335
12713.0,7,1,84926.02,0
12714.0,37,5,624751.87,273
12715.0,129,1,67148.81,0
12716.0,7,2,176034.56,153
12717.0,160,3,147777.95,91
12718.0,98,1,44483.56,0
12719.0,7,3,118785.73,61
12720.0,7,29,916521.68,365
12721.0,37,7,466896.05,335
12722.0,98,6,155654.69,62
12723.0,7,5,183264.64,61
12724.0,7,4,145300.63,334
12725.0,372,1,82832.15,0
12726.0,37,7,328641.56,335
12727.0,37,9,352755.12,304
12728.0,98,4,120059.77,243
12729.0,129,1,90717.86,0
12731.0,37,14,694216.18,335
12732.0,190,1,21778.18,0
12733.0,251,1,53205.19,0
12734.0,372,1,7466.76,0
12735.0,341,2,106369.89,0
12736.0,341,1,11702.0,0
12738.0,372,1,33761.71,0
12739.0,98,2,90889.93000000001,0
12740.0,68,1,60540.16,0
12743.0,160,2,319162.63,0
12744.0,68,10,640578.06,273
12747.0,7,11,278907.21,365
12748.0,7,224,11912482.34,365
12749.0,7,8,615619.11,214
12750.0,129,1,42300.090000000004,0
12752.0,98,1,119563.0,0
12753.0,7,11,560320.33,365
12754.0,251,5,164573.54,59
12755.0,251,4,13432.92,121
12756.0,98,1,9561.32,0
12757.0,37,19,907833.46,184
12758.0,129,2,220751.04,153
12759.0,68,3,233554.63,214
12762.0,7,2,178612.05000000002,30
12763.0,160,2,47405.16,212
12764.0,341,1,114803.09,0
12766.0,7,7,836637.32,365
12769.0,251,1,76349.08,0
12770.0,221,1,26281.81,0
12772.0,68,1,115826.11,0
12775.0,37,6,202878.12,273
12778.0,37,7,134781.31,304
12779.0,37,12,402027.14,335
12781.0,37,5,75545.97,273
12782.0,7,6,282050.17,365
12783.0,7,8,194315.89,91
12784.0,37,2,127546.93000000001,0
12785.0,7,2,46653.18,365
12787.0,37,3,49123.24,184
12789.0,68,1,10336.68,0
12790.0,221,1,68688.03,0
12791.0,372,1,1305.7,0
12792.0,282,1,40498.43,0
12793.0,341,2,88451.78,31
12794.0,68,2,107980.01,30
12795.0,37,1,36532.54,0
12797.0,372,3,44174.67,0
12798.0,37,3,14566.68,153
12802.0,190,2,65446.34,0
12808.0,37,3,77570.15,335
12809.0,190,2,66292.25,0
12811.0,282,3,85955.24,28
12812.0,68,1,55851.25,0
12814.0,129,1,3226.7900000000004,0
12815.0,160,2,104650.32,61
12816.0,98,2,64672.25,92
12817.0,282,1,9683.35,0
12818.0,190,2,30800.7,92
12820.0,7,4,142047.19,334
12821.0,221,1,12523.14,0
12822.0,98,3,84949.33,0
12823.0,98,5,22279.64,212
12824.0,68,1,70134.12,0
12826.0,7,8,255168.62,365
12827.0,7,3,56689.26,61
12828.0,7,6,124149.78,122
12829.0,341,3,22044.53,31
12830.0,37,7,78107.61,153
12831.0,282,1,25543.13,0
12832.0,37,2,74764.53,61
12833.0,160,1,65253.049999999996,0
12834.0,282,1,42330.240000000005,0
12836.0,68,4,412861.14,242
12837.0,190,1,23193.73,0
12838.0,37,2,362325.8,335
12839.0,7,16,867757.04,365
12840.0,160,6,304763.77999999997,91
12841.0,7,26,1025280.59,365
12842.0,98,2,97486.46,212
12843.0,68,9,284463.44,214
12844.0,37,2,115933.76,92
12845.0,282,4,54580.25,28
12847.0,37,1,253640.4,0
12849.0,37,2,110068.89,245
12851.0,98,1,127904.22,0
12852.0,310,2,34448.52,0
12853.0,129,9,197523.46,212
12854.0,98,5,281745.23,243
12855.0,372,1,6166.5,0
12856.0,7,8,718270.23,61
12857.0,221,2,132283.93,89
12863.0,68,2,19899.06,153
12864.0,160,1,2601.18,0
12865.0,37,3,246395.84,335
12866.0,282,1,43891.58,0
12867.0,37,10,1377671.65,335
12868.0,190,6,265615.99,182
12870.0,372,1,3130.69,0
12871.0,98,2,31876.32,123
12872.0,341,2,166025.02,31
12873.0,282,1,11614.99,0
12875.0,160,2,10145.7,212
12876.0,68,2,205777.86,153
12877.0,7,12,437712.27,365
12878.0,37,3,108656.0,245
12879.0,68,4,27742.4,30
12881.0,282,1,18812.469999999998,0
12882.0,37,2,27355.0,0
12883.0,37,4,158886.5,61
12884.0,98,1,15977.05,0
12885.0,68,4,179946.67,61
12886.0,68,3,217268.83,153
12888.0,221,4,16575.15,61
12890.0,37,1,229965.89,0
12891.0,190,3,9567.029999999999,120
12893.0,37,1,76672.42,0
12895.0,68,3,64519.81,30
12897.0,221,2,4259.0599999999995,89
12901.0,7,36,307135.27,275
12902.0,282,1,25004.73,0
12904.0,37,2,197212.82,153
12906.0,37,5,150647.0,61
12908.0,68,4,24717.760000000002,273
12909.0,68,8,243043.59,214
12910.0,37,8,175996.37,214
12912.0,7,5,52156.94,61
12913.0,7,5,128124.58,365
12915.0,160,2,65518.59,212
12916.0,160,5,287924.78,181
12917.0,129,1,2928.2799999999997,0
12919.0,7,8,120021.47,183
12920.0,37,1,86104.78,0
12921.0,7,50,1800032.86,365
12922.0,160,1,63402.08,0
12923.0,68,1,49664.42,0
12924.0,98,5,91172.88,243
12925.0,7,2,113615.82,91
12928.0,37,5,244725.28,335
12929.0,129,2,19605.629999999997,181
12930.0,98,4,71841.82,92
12931.0,37,20,288971.28,335
12933.0,37,4,292229.25,245
12935.0,7,8,336359.2,334
12936.0,37,5,160039.75,61
12937.0,37,4,323008.7,245
12938.0,37,1,16355.099999999999,0
12939.0,68,8,114618.69,273
12940.0,68,4,249346.73,30
12942.0,160,3,191599.63,212
12943.0,310,1,3744.72,0
12944.0,37,2,80358.89,335
12945.0,310,1,73759.95,0
12947.0,160,11,275126.6,212
12948.0,37,8,377842.68,245
12949.0,37,10,530588.71,214
12950.0,7,3,47266.39,30
12951.0,7,8,198540.68,334
12952.0,7,5,203418.53,91
12953.0,37,1,47587.19,0
12955.0,7,14,493966.03,275
12956.0,310,1,52827.13,0
12957.0,7,12,609745.84,334
12962.0,7,2,29950.64,122
12963.0,7,9,233014.72,365
12965.0,98,1,330078.66000000003,0
12966.0,37,1,11465.36,0
12967.0,7,4,114005.17,365
12968.0,129,1,11204.1,0
12970.0,7,4,395587.75,334
12971.0,7,89,753251.92,365
12974.0,221,1,22277.73,0
12976.0,221,1,74980.16,0
12977.0,160,1,12839.91,0
12980.0,160,12,53629.869999999995,212
12981.0,37,2,63224.14,123
12982.0,251,2,90948.1,0
12984.0,37,1,8463.99,0
12985.0,7,3,187394.03,30
12987.0,98,3,83405.03,123
12988.0,310,1,257724.78,0
12989.0,7,19,198762.17,365
12990.0,37,3,26925.02,273
12991.0,37,2,66119.27,92
12993.0,37,4,63568.65,273
12994.0,7,5,173927.37,275
12995.0,98,2,9530.15,0
12997.0,37,7,169160.63,304
12999.0,221,3,74799.39,30
13000.0,129,3,64024.02,243
13001.0,7,15,877866.22,334
13002.0,341,1,23140.12,0
13003.0,129,3,14210.570000000002,92
13004.0,37,22,1128569.47,335
13005.0,190,3,64989.409999999996,61
13006.0,68,1,19008.66,0
13008.0,341,2,35976.55,31
13011.0,372,1,6022.16,0
13012.0,37,11,289624.3,273
13013.0,7,15,560668.8,365
13014.0,7,16,317002.57,275
13015.0,68,5,453705.15,183
13016.0,98,3,110061.34,31
13017.0,7,1,4288.75,0
13018.0,37,29,1134387.49,273
13021.0,7,12,307237.89,365
13023.0,68,2,96873.65,61
13026.0,7,8,107545.64,275
13027.0,129,6,80473.19,243
13028.0,37,3,114117.21,31
13029.0,37,3,17972.75,335
13030.0,37,2,235504.87,335
13032.0,37,3,203406.25,61
13033.0,372,1,38982.39,0
13034.0,68,2,96380.75,304
13035.0,68,3,71721.14,214
13037.0,160,3,111507.21,122
13038.0,98,3,75972.55,212
13040.0,7,2,114961.27,30
13043.0,282,2,37174.74,0
13044.0,310,1,82850.70999999999,0
13045.0,98,1,38669.11,0
13046.0,37,2,89375.64,245
13047.0,37,18,537358.8200000001,335
13048.0,37,5,328421.62,304
13049.0,68,2,47893.46,273
13050.0,37,28,1077220.51,335
13052.0,221,1,54550.18,0
13055.0,68,4,240184.12,153
13058.0,37,3,24804.489999999998,123
13059.0,251,1,14369.98,0
13060.0,282,1,21239.73,0
13061.0,98,1,15083.3,0
13062.0,190,1,17542.09,0
13064.0,37,4,167734.98,304
13065.0,372,1,36312.56,0
13066.0,37,3,97733.56,0
13067.0,98,1,21197.75,0
13068.0,37,2,1858.41,304
13069.0,7,27,1112672.28,365
13070.0,221,1,24473.04,0
13072.0,282,1,19603.45,0
13075.0,129,1,44215.15,0
13077.0,7,4,279455.7,365
13078.0,7,43,912701.72,365
13079.0,7,5,18162.1,153
13080.0,190,1,6428.3,0
13081.0,7,21,2638158.3,365
13082.0,129,10,244651.78,212
13083.0,7,2,51451.8,91
13085.0,160,3,64151.47,150
13089.0,7,118,4739395.74,365
13090.0,7,18,416705.76,365
13091.0,37,2,75308.68000000001,0
13092.0,98,6,83263.84,274
13093.0,282,13,423408.18,90
13094.0,37,16,41425.46,335
13095.0,98,1,15108.060000000001,0
13097.0,37,14,1141717.7,335
13098.0,7,41,1576223.47,334
13099.0,98,1,1925.25,0
13101.0,251,1,20428.0,0
13102.0,7,27,815199.1900000001,365
13103.0,68,1,26358.45,0
13104.0,7,6,48864.01,365
13106.0,129,2,2933.04,31
13107.0,68,5,166677.66,273
13108.0,372,1,14617.16,0
13109.0,7,5,123761.02,153
13110.0,37,8,372117.65,273
13113.0,7,40,701501.51,365
13115.0,7,14,336289.84,365
13116.0,129,2,112840.89,31
13117.0,37,8,176428.77000000002,335
13118.0,37,7,191878.59,273
13120.0,251,1,385.84,0
13121.0,282,2,127636.33,0
13122.0,98,2,110007.17,153
13124.0,98,3,609551.28,274
13126.0,7,10,364989.88,365
13127.0,98,1,20555.52,0
13130.0,98,1,3427.29,0
13131.0,37,4,140577.02,153
13132.0,282,1,12382.490000000002,0
13133.0,282,2,18003.769999999997,28
13134.0,98,7,293751.89,153
13135.0,221,1,2515.35,0
13136.0,68,11,330101.65,304
13137.0,37,9,1773029.69,273
13138.0,37,6,177635.77,335
13139.0,37,8,455127.97000000003,245
13140.0,129,3,140007.2,243
13141.0,98,6,361388.38,243
13142.0,37,1,67468.05,0
13144.0,341,1,7257.400000000001,0
13145.0,68,5,15067.330000000002,304
13146.0,37,1,37872.68,0
13147.0,37,4,7863.44,61
13148.0,37,17,896262.27,335
13149.0,37,4,233330.09,273
13151.0,221,2,199487.22,89
13153.0,7,1,33413.99,0
13154.0,160,1,4494.64,0
13155.0,37,4,216211.07,335
13157.0,68,5,224771.42,242
13158.0,98,4,204095.82,243
13159.0,7,5,301420.97000000003,122
13160.0,37,1,14167.08,0
13161.0,341,1,16781.66,0
13162.0,129,5,211129.18,212
13165.0,68,2,106805.06999999999,304
13166.0,282,2,76747.31,0
13167.0,37,4,148310.89,123
13168.0,37,5,315161.05,304
13169.0,68,2,24476.57,183
13170.0,37,1,81897.12,0
13171.0,7,5,117289.81000000001,303
13173.0,7,2,126414.07,365
13174.0,37,3,798119.26,335
13176.0,68,1,191246.75,0
13177.0,68,1,29473.26,0
13178.0,37,11,686379.8,335
13182.0,68,1,20667.23,0
13183.0,7,9,218851.88999999998,334
13184.0,37,12,445212.98,273
13185.0,282,1,3617.4,0
13186.0,68,5,198740.05,61
13187.0,341,1,130229.06,0
13188.0,37,1,514.55,0
13189.0,37,2,55332.15,92
13192.0,98,2,162558.19,123
13193.0,68,1,61054.060000000005,0
13194.0,160,1,10127.099999999999,0
13196.0,37,4,278867.93,245
13198.0,37,8,631584.35,335
13199.0,7,39,330852.97,365
13200.0,37,4,118094.31,92
13203.0,37,4,118643.48,214
13207.0,37,2,21631.87,123
13208.0,68,7,328768.86,242
13209.0,37,11,809863.96,335
13210.0,98,1,59635.86,0
13211.0,37,3,155689.59,335
13212.0,37,4,371865.76,31
13213.0,68,6,244237.78,153
13216.0,282,1,4371.66,0
13217.0,129,5,18390.0,31
13218.0,129,1,9910.25,0
13220.0,98,4,43522.32,153
13221.0,251,2,176013.96,121
13223.0,221,2,18200.98,30
13224.0,68,3,297829.01,92
13225.0,7,8,88782.52,365
13226.0,282,1,45063.97,0
13227.0,221,1,18576.02,0
13228.0,98,1,6672.5,0
13229.0,251,1,28745.0,0
13230.0,7,15,1567205.17,365
13232.0,37,7,506534.95,214
13233.0,98,2,106105.76000000001,243
13235.0,221,2,148403.7,0
13236.0,37,3,96160.93000000001,92
13238.0,37,5,81180.14,335
13239.0,282,1,59977.14,0
13240.0,98,4,176150.82,274
13242.0,129,3,29372.010000000002,92
13243.0,221,1,156099.37,0
13244.0,98,1,80865.82,0
13245.0,68,1,39962.87,0
13246.0,37,7,349858.96,304
13247.0,37,4,38357.27,61
13248.0,129,2,82951.48,61
13249.0,98,3,62254.44,184
13253.0,160,2,111724.54,181
13255.0,7,3,32192.899999999998,365
13256.0,37,1,618.6,0
13258.0,37,3,128499.74,184
13259.0,68,1,187085.4,0
13260.0,68,1,24655.010000000002,0
13261.0,282,2,28883.34,28
13262.0,282,1,26356.41,0
13263.0,7,35,4233075.5200000005,334
13265.0,68,5,206392.06,214
13266.0,37,19,449818.1,335
13267.0,7,27,556534.66,365
13268.0,37,15,1133420.9,245
13269.0,7,17,826257.97,365
13270.0,372,1,4158.400000000001,0
13271.0,37,2,275037.61,0
13272.0,37,2,43716.96,61
13273.0,129,1,34941.81,0
13276.0,68,2,77900.88,30
13277.0,37,4,18743.33,123
13278.0,68,1,123390.76,0
13279.0,68,2,17985.600000000002,30
13280.0,129,3,224160.77,212
13282.0,37,6,98391.66,184
13283.0,68,2,11781.7,122
13284.0,341,2,41192.380000000005,0
13285.0,37,4,462664.08,273
13291.0,160,1,99119.92,0
13292.0,37,2,100743.52,273
13294.0,190,2,156638.74,61
13295.0,372,2,24095.21,0
13296.0,160,1,17677.519999999997,0
13297.0,7,4,147570.07,61
13298.0,7,1,1019.64,0
13299.0,282,1,15005.429999999998,0
13300.0,190,2,69555.12,0
13301.0,129,4,205118.46,181
13302.0,160,1,274.93,0
13304.0,372,1,54420.42,0
13305.0,7,10,238931.28,365
13307.0,129,1,1308.2,0
13308.0,37,4,147070.34,184
13309.0,7,5,264375.95,303
13310.0,7,6,206065.44,334
13311.0,7,2,66028.88,153
13313.0,37,5,201050.7,304
13314.0,7,4,189667.85,91
13316.0,37,5,218254.39,245
13317.0,68,9,358540.89,304
13318.0,7,3,44039.46,30
13319.0,7,36,1257587.3800000001,365
13320.0,98,6,295173.42,123
13321.0,98,2,24530.5,0
13322.0,37,1,67826.31,0
13323.0,7,5,55177.0,91
13324.0,37,12,189652.95,335
13325.0,98,1,20542.96,0
13327.0,37,9,285975.09,335
13328.0,341,1,54769.18,0
13329.0,37,4,50412.44,335
13330.0,98,3,120259.71,243
13332.0,37,1,46605.35,0
13334.0,98,3,651733.84,212
13336.0,98,1,127083.1,0
13338.0,160,3,62050.64,0
13339.0,221,1,139406.98,0
13340.0,68,7,380141.55,214
13341.0,282,1,114966.85,0
13343.0,190,2,69622.65,0
13344.0,68,3,296652.2,214
13345.0,282,2,47966.23,28
13347.0,98,1,25890.23,0
13348.0,68,1,45144.78,0
13349.0,37,1,30319.57,0
13350.0,37,3,101482.51,61
13351.0,68,1,29679.62,0
13352.0,7,2,68983.25,61
13354.0,98,1,141300.4,0
13355.0,129,1,67352.71,0
13356.0,98,1,79385.73,0
13357.0,282,1,254605.38,0
13358.0,282,1,77019.38,0
13359.0,68,2,58758.229999999996,0
13362.0,7,5,477433.13,303
13363.0,37,2,175536.97,31
13364.0,68,2,41672.33,30
13365.0,7,3,301208.22000000003,214
13366.0,68,1,99.12,0
13368.0,282,2,82803.68000000001,59
13369.0,372,2,52694.62,0
13370.0,372,2,115846.14,0
13372.0,98,1,61481.02,0
13373.0,68,3,456266.0,214
13375.0,98,2,95085.68000000001,0
13376.0,98,3,126801.13,153
13379.0,37,3,220159.92,123
13381.0,37,7,421702.86,273
13382.0,282,1,44007.43,0
13384.0,37,9,377037.19,153
13385.0,341,1,82884.19,0
13388.0,129,3,86394.04,31
13389.0,37,3,120340.43,214
13390.0,98,1,27135.86,0
13391.0,221,1,2184.06,0
13394.0,7,10,406565.87,303
13395.0,190,1,58425.15,0
13396.0,37,4,111684.96,304
13397.0,98,6,84782.16,243
13398.0,221,1,48681.99,0
13402.0,129,2,95724.03,243
13403.0,37,1,15437.17,0
13404.0,7,2,26413.440000000002,214
13405.0,98,3,53610.38,243
13408.0,7,81,1242486.09,365
13410.0,7,7,75370.97,303
13411.0,129,1,39634.31,0
13414.0,160,3,62682.61,150
13416.0,68,2,42713.36,30
13417.0,7,2,86481.32,214
13418.0,37,23,782821.54,335
13419.0,68,1,38545.83,0
13420.0,160,4,28788.300000000003,30
13421.0,68,3,248514.52,242
13422.0,68,2,327440.9,0
13425.0,129,3,195074.16,181
13426.0,7,12,362950.82,365
13427.0,37,3,47745.5,184
13428.0,37,1,185279.43,0
13429.0,37,4,179853.24,61
13430.0,37,4,128882.95,61
13431.0,68,2,126882.84,30
13434.0,98,2,31842.66,0
13435.0,7,9,263318.81,183
13436.0,7,1,54500.13,0
13437.0,37,7,457967.07,153
13439.0,282,1,146113.37,0
13441.0,98,1,36609.42,0
13447.0,37,4,165898.71,0
13448.0,37,10,555869.77,335
13449.0,37,1,39761.479999999996,0
13450.0,37,6,177728.68,184
13451.0,37,6,1032821.24,304
13452.0,282,2,1834.88,0
13453.0,190,2,47270.72,120
13455.0,37,4,170312.06,335
13456.0,37,7,214846.74000000002,184
13458.0,7,22,1060816.82,365
13460.0,37,2,68531.28,31
13461.0,37,3,64267.96,153
13462.0,190,2,45963.340000000004,61
13464.0,68,1,71027.14,0
13466.0,129,2,35216.06,61
13467.0,37,2,264631.89,0
13468.0,7,41,719205.22,365
13470.0,98,2,31151.47,31
13471.0,7,4,549321.44,61
13473.0,68,3,51184.72,273
13474.0,251,1,174758.77,0
13475.0,190,4,216703.5,120
13476.0,190,4,127979.02,92
13477.0,37,8,178700.68,273
13479.0,221,3,39695.15,30
13481.0,68,8,284459.7,304
13482.0,251,1,20348.31,0
13483.0,68,1,29036.69,0
